team,side,player_name,player_id,game_id,"last_name, first_name",year,player_age,ab,pa,hit,single,double,triple,home_run,strikeout,walk,k_percent,bb_percent,batting_avg,slg_percent,on_base_percent,on_base_plus_slg,xba,xslg,woba,xwoba,sprint_speed
Chicago Cubs,home,Ian Happ,664023,777712,"Happ, Ian",2025.0,30.0,195.0,225.0,50.0,37.0,10.0,0.0,3.0,48.0,27.0,21.3,12.0,0.256,0.354,0.347,0.701,0.271,0.414,0.317,0.344,27.0
Chicago Cubs,home,Kyle Tucker,663656,777712,"Tucker, Kyle",2025.0,28.0,217.0,258.0,61.0,36.0,9.0,4.0,12.0,31.0,39.0,12.0,15.1,0.281,0.525,0.388,0.913,0.306,0.575,0.388,0.412,26.4
Chicago Cubs,home,Seiya Suzuki,673548,777712,"Suzuki, Seiya",2025.0,30.0,209.0,234.0,57.0,25.0,16.0,2.0,14.0,62.0,21.0,26.5,9.0,0.273,0.569,0.333,0.902,0.283,0.54,0.383,0.375,27.8
Chicago Cubs,home,Carson Kelly,608348,777712,"Kelly, Carson",2025.0,30.0,107.0,131.0,31.0,18.0,3.0,1.0,9.0,17.0,22.0,13.0,16.8,0.29,0.589,0.412,1.001,0.272,0.538,0.429,0.4,26.0
Chicago Cubs,home,Pete Crow-Armstrong,691718,777712,"Crow-Armstrong, Pete",2025.0,23.0,222.0,237.0,61.0,30.0,13.0,3.0,15.0,58.0,9.0,24.5,3.8,0.275,0.563,0.303,0.866,0.267,0.529,0.369,0.349,29.6
Chicago Cubs,home,Dansby Swanson,621020,777712,"Swanson, Dansby",2025.0,31.0,214.0,237.0,53.0,34.0,7.0,1.0,11.0,59.0,20.0,24.9,8.4,0.248,0.444,0.309,0.753,0.275,0.511,0.327,0.361,28.3
Chicago Cubs,home,Nico Hoerner,663538,777712,"Hoerner, Nico",2025.0,28.0,204.0,222.0,59.0,44.0,14.0,1.0,0.0,17.0,14.0,7.7,6.3,0.289,0.368,0.338,0.706,0.29,0.377,0.314,0.315,28.2
Chicago Cubs,home,Justin Turner,457759,777712,"Turner, Justin",2025.0,40.0,76.0,91.0,16.0,13.0,2.0,0.0,1.0,17.0,11.0,18.7,12.1,0.211,0.276,0.308,0.584,0.253,0.378,0.27,0.326,24.7
Chicago Cubs,home,Matt Shaw,807713,777712,"Shaw, Matt",2025.0,23.0,92.0,105.0,23.0,16.0,6.0,0.0,1.0,25.0,13.0,23.8,12.4,0.25,0.348,0.343,0.691,0.248,0.336,0.314,0.307,28.9
Cincinnati Reds,away,TJ Friedl,670770,777712,"Friedl Jr., TJ",2025.0,29.0,206.0,237.0,62.0,47.0,10.0,2.0,3.0,38.0,26.0,16.0,11.0,0.301,0.413,0.381,0.794,0.257,0.327,0.354,0.304,26.9
Cincinnati Reds,away,Santiago Espinal,669289,777712,"Espinal, Santiago",2025.0,30.0,163.0,177.0,44.0,35.0,9.0,0.0,0.0,18.0,14.0,10.2,7.9,0.27,0.325,0.328,0.653,0.233,0.297,0.296,0.266,27.0
Cincinnati Reds,away,Elly De La Cruz,682829,777712,"De La Cruz, Elly",2025.0,23.0,223.0,249.0,57.0,37.0,9.0,0.0,11.0,70.0,23.0,28.1,9.2,0.256,0.444,0.329,0.773,0.252,0.468,0.336,0.34,28.8
