team,side,player_name,player_id,game_id,"last_name, first_name",year,player_age,ab,pa,hit,single,double,triple,home_run,strikeout,walk,k_percent,bb_percent,batting_avg,slg_percent,on_base_percent,on_base_plus_slg,xba,xslg,woba,xwoba,sprint_speed
Cleveland Guardians,home,Steven Kwan,680757,777753,"Kwan, Steven",2025.0,27.0,207.0,227.0,65.0,49.0,12.0,0.0,4.0,21.0,16.0,9.3,7.0,0.314,0.43,0.372,0.802,0.305,0.412,0.356,0.342,26.7
Cleveland Guardians,home,Bo Naylor,666310,777753,"Naylor, Bo",2025.0,25.0,124.0,144.0,24.0,11.0,5.0,1.0,7.0,38.0,17.0,26.4,11.8,0.194,0.419,0.287,0.706,0.203,0.416,0.308,0.309,27.1
Cleveland Guardians,home,José Ramírez,608070,777753,"Ramírez, José",2025.0,32.0,192.0,215.0,60.0,38.0,12.0,1.0,9.0,22.0,17.0,10.2,7.9,0.313,0.526,0.367,0.893,0.302,0.479,0.38,0.359,28.4
Cleveland Guardians,home,Kyle Manzardo,700932,777753,"Manzardo, Kyle",2025.0,24.0,166.0,191.0,36.0,18.0,6.0,2.0,10.0,52.0,21.0,27.2,11.0,0.217,0.458,0.304,0.762,0.215,0.466,0.328,0.329,25.1
Cleveland Guardians,home,Carlos Santana,467793,777753,"Santana, Carlos",2025.0,39.0,170.0,203.0,40.0,29.0,5.0,0.0,6.0,36.0,27.0,17.7,13.3,0.235,0.371,0.345,0.716,0.218,0.371,0.321,0.313,25.6
Cleveland Guardians,home,Daniel Schneemann,682177,777753,"Schneemann, Daniel",2025.0,28.0,114.0,129.0,28.0,17.0,5.0,0.0,6.0,31.0,14.0,24.0,10.9,0.246,0.447,0.328,0.775,0.249,0.482,0.341,0.351,27.8
Cleveland Guardians,home,Gabriel Arias,672356,777753,"Arias, Gabriel",2025.0,25.0,167.0,186.0,40.0,27.0,9.0,0.0,4.0,52.0,13.0,28.0,7.0,0.24,0.365,0.303,0.668,0.214,0.368,0.297,0.29,27.3
Cleveland Guardians,home,Nolan Jones,666134,777753,"Jones, Nolan",2025.0,27.0,122.0,140.0,22.0,14.0,6.0,0.0,2.0,39.0,15.0,27.9,10.7,0.18,0.279,0.273,0.552,0.233,0.439,0.251,0.327,27.6
Cleveland Guardians,home,Angel Martínez,682657,777753,"Martínez, Angel",2025.0,23.0,129.0,137.0,35.0,25.0,7.0,1.0,2.0,24.0,4.0,17.5,2.9,0.271,0.388,0.294,0.682,0.243,0.33,0.297,0.265,27.5
Los Angeles Dodgers,away,Shohei Ohtani,660271,777753,"Ohtani, Shohei",2025.0,30.0,210.0,245.0,62.0,30.0,9.0,4.0,19.0,59.0,34.0,24.1,13.9,0.295,0.648,0.392,1.04,0.328,0.752,0.433,0.478,28.0
Los Angeles Dodgers,away,Mookie Betts,605141,777753,"Betts, Mookie",2025.0,32.0,198.0,225.0,51.0,37.0,5.0,1.0,8.0,21.0,24.0,9.3,10.7,0.258,0.414,0.338,0.752,0.276,0.42,0.333,0.339,26.6
Los Angeles Dodgers,away,Freddie Freeman,518692,777753,"Freeman, Freddie",2025.0,35.0,158.0,183.0,57.0,33.0,14.0,1.0,9.0,34.0,20.0,18.6,10.9,0.361,0.633,0.432,1.065,0.319,0.573,0.447,0.411,25.7
Los Angeles Dodgers,away,Teoscar Hernández,606192,777753,"Hernández, Teoscar",2025.0,32.0,155.0,163.0,47.0,24.0,13.0,0.0,10.0,34.0,5.0,20.9,3.1,0.303,0.581,0.327,0.908,0.308,0.532,0.388,0.368,27.9
Los Angeles Dodgers,away,Max Muncy,571970,777753,"Muncy, Max",2025.0,34.0,161.0,197.0,33.0,21.0,8.0,1.0,3.0,50.0,29.0,25.4,14.7,0.205,0.323,0.33,0.653,0.22,0.418,0.3,0.336,27.1
