team,side,player_name,player_id,game_id,"last_name, first_name",year,player_age,ab,pa,hit,single,double,triple,home_run,strikeout,walk,k_percent,bb_percent,batting_avg,slg_percent,on_base_percent,on_base_plus_slg,xba,xslg,woba,xwoba,sprint_speed
Detroit Tigers,home,Matt Vierling,663837,777780,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Detroit Tigers,home,Gleyber Torres,650402,777780,"Torres, Gleyber",2025.0,28.0,146.0,171.0,41.0,29.0,7.0,0.0,5.0,15.0,20.0,8.8,11.7,0.281,0.432,0.374,0.806,0.302,0.564,0.358,0.408,25.9
Detroit Tigers,home,Andy Ibáñez,628451,777780,"Ibáñez, Andy",2025.0,32.0,74.0,85.0,17.0,12.0,3.0,0.0,2.0,8.0,6.0,9.4,7.1,0.23,0.351,0.318,0.669,0.236,0.388,0.303,0.318,27.4
Detroit Tigers,home,Riley Greene,682985,777780,"Greene, Riley",2025.0,24.0,197.0,214.0,54.0,32.0,10.0,0.0,12.0,64.0,16.0,29.9,7.5,0.274,0.508,0.332,0.84,0.25,0.495,0.362,0.342,26.7
Detroit Tigers,home,Spencer Torkelson,679529,777780,"Torkelson, Spencer",2025.0,25.0,184.0,219.0,44.0,18.0,13.0,0.0,13.0,54.0,28.0,24.7,12.8,0.239,0.522,0.347,0.869,0.244,0.553,0.371,0.383,26.5
Detroit Tigers,home,Justyn-Henry Malloy,669234,777780,"Malloy, Justyn-Henry",2025.0,25.0,86.0,107.0,17.0,12.0,4.0,0.0,1.0,29.0,18.0,27.1,16.8,0.198,0.279,0.336,0.615,0.194,0.32,0.29,0.299,26.6
Detroit Tigers,home,Dillon Dingler,693307,777780,"Dingler, Dillon",2025.0,26.0,141.0,146.0,42.0,29.0,8.0,1.0,4.0,39.0,2.0,26.7,1.4,0.298,0.454,0.322,0.776,0.294,0.489,0.339,0.346,27.2
Detroit Tigers,home,Zach McKinstry,656716,777780,"McKinstry, Zach",2025.0,30.0,160.0,186.0,44.0,30.0,9.0,3.0,2.0,46.0,23.0,24.7,12.4,0.275,0.406,0.362,0.768,0.26,0.363,0.339,0.32,28.2
Detroit Tigers,home,Javier Báez,595879,777780,"Báez, Javier",2025.0,32.0,148.0,156.0,43.0,28.0,9.0,0.0,6.0,35.0,5.0,22.4,3.2,0.291,0.473,0.327,0.8,0.249,0.414,0.349,0.304,27.3
Cleveland Guardians,away,Angel Martínez,682657,777780,"Martínez, Angel",2025.0,23.0,121.0,129.0,34.0,24.0,7.0,1.0,2.0,22.0,4.0,17.1,3.1,0.281,0.405,0.305,0.71,0.24,0.329,0.309,0.264,27.5
