team,side,player_name,player_id,game_id,"last_name, first_name",year,player_age,ab,pa,hit,single,double,triple,home_run,strikeout,walk,k_percent,bb_percent,batting_avg,slg_percent,on_base_percent,on_base_plus_slg,xba,xslg,woba,xwoba,sprint_speed
Baltimore Orioles,home,Jackson Holliday,702616,777380,"Holliday, Jackson",2025.0,21.0,275.0,294.0,73.0,50.0,12.0,2.0,9.0,69.0,15.0,23.5,5.1,0.265,0.422,0.313,0.735,0.272,0.475,0.322,0.341,28.7
Baltimore Orioles,home,Ramón Laureano,657656,777380,"Laureano, Ramón",2025.0,30.0,152.0,170.0,39.0,22.0,8.0,0.0,9.0,50.0,14.0,29.4,8.2,0.257,0.487,0.324,0.811,0.24,0.45,0.347,0.324,27.7
Baltimore Orioles,home,Gunnar Henderson,683002,777380,"Henderson, Gunnar",2025.0,24.0,270.0,301.0,75.0,51.0,14.0,2.0,8.0,74.0,29.0,24.6,9.6,0.278,0.433,0.352,0.785,0.28,0.41,0.342,0.333,28.4
Baltimore Orioles,home,Gary Sánchez,596142,777380,"Sánchez, Gary",2025.0,32.0,53.0,61.0,11.0,9.0,0.0,0.0,2.0,16.0,2.0,26.2,3.3,0.208,0.321,0.295,0.616,0.234,0.368,0.281,0.305,24.5
Baltimore Orioles,home,Ramón Urías,602104,777380,"Urías, Ramón",2025.0,31.0,184.0,209.0,47.0,35.0,7.0,0.0,5.0,42.0,17.0,20.1,8.1,0.255,0.375,0.311,0.686,0.248,0.388,0.3,0.309,26.9
Baltimore Orioles,home,Ryan O'Hearn,656811,777380,"O'Hearn, Ryan",2025.0,31.0,223.0,256.0,68.0,49.0,9.0,0.0,10.0,42.0,26.0,16.4,10.2,0.305,0.48,0.387,0.867,0.309,0.492,0.378,0.381,27.7
Baltimore Orioles,home,Coby Mayo,691723,777380,"Mayo, Coby",2025.0,23.0,56.0,61.0,11.0,7.0,4.0,0.0,0.0,16.0,5.0,26.2,8.2,0.196,0.268,0.262,0.53,0.205,0.302,0.242,0.257,28.5
Baltimore Orioles,home,Cedric Mullins,656775,777380,"Mullins II, Cedric",2025.0,30.0,223.0,252.0,49.0,26.0,11.0,0.0,12.0,65.0,26.0,25.8,10.3,0.22,0.43,0.306,0.736,0.211,0.37,0.322,0.297,28.2
Baltimore Orioles,home,Dylan Carlson,666185,777380,"Carlson, Dylan",2025.0,26.0,100.0,107.0,26.0,18.0,4.0,0.0,4.0,28.0,6.0,26.2,5.6,0.26,0.42,0.299,0.719,0.246,0.407,0.313,0.299,27.6
Texas Rangers,away,Josh Smith,669701,777380,"Smith, Josh",2025.0,27.0,232.0,258.0,66.0,47.0,11.0,1.0,7.0,45.0,23.0,17.4,8.9,0.284,0.431,0.35,0.781,0.274,0.42,0.342,0.332,27.8
