team,side,player_name,player_id,game_id,"last_name, first_name",year,player_age,ab,pa,hit,single,double,triple,home_run,strikeout,walk,k_percent,bb_percent,batting_avg,slg_percent,on_base_percent,on_base_plus_slg,xba,xslg,woba,xwoba,sprint_speed
New York Yankees,home,Trent Grisham,663757,777818,"Grisham, Trent",2025,28,127,147,34,20,1,1,12,30,19,20.4,12.9,0.268,0.575,0.367,0.942,0.279,0.588,0.405,0.409,27.0
New York Yankees,home,Aaron Judge,592450,777818,"Judge, Aaron",2025,33,184,218,74,43,13,2,16,48,31,22.0,14.2,0.402,0.755,0.491,1.246,0.349,0.759,0.517,0.49,26.7
New York Yankees,home,Cody Bellinger,641355,777818,"Bellinger, Cody",2025,29,163,186,43,26,8,1,8,35,19,18.8,10.2,0.264,0.472,0.333,0.805,0.247,0.456,0.348,0.339,28.0
New York Yankees,home,Paul Goldschmidt,502671,777818,"Goldschmidt, Paul",2025,37,177,196,60,44,11,0,5,32,15,16.3,7.7,0.339,0.486,0.395,0.881,0.301,0.508,0.383,0.37,26.6
New York Yankees,home,Jasson Domínguez,691176,777818,"Domínguez, Jasson",2025,22,137,159,33,18,9,0,6,46,20,28.9,12.6,0.241,0.438,0.34,0.778,0.242,0.431,0.343,0.338,28.4
New York Yankees,home,Anthony Volpe,683011,777818,"Volpe, Anthony",2025,24,173,199,41,20,14,1,6,49,21,24.6,10.6,0.237,0.434,0.322,0.756,0.247,0.433,0.33,0.335,28.0
New York Yankees,home,J.C. Escarra,641555,777818,"Escarra, J.C.",2025,30,37,46,7,3,3,0,1,6,7,13.0,15.2,0.189,0.351,0.326,0.677,0.237,0.348,0.307,0.325,25.6
New York Yankees,home,Jorbit Vivas,678391,777818,"Vivas, Jorbit",2025,24,32,37,5,4,1,0,0,10,4,27.0,10.8,0.156,0.188,0.25,0.438,0.224,0.259,0.211,0.265,26.4
New York Yankees,home,Oswald Peraza,672724,777818,"Peraza, Oswald",2025,25,61,67,10,5,3,0,2,18,5,26.9,7.5,0.164,0.311,0.239,0.55,0.226,0.413,0.248,0.309,28.4
Texas Rangers,away,Sam Haggerty,664059,777818,"Haggerty, Sam",2025,31,27,28,8,5,1,1,1,5,1,17.9,3.6,0.296,0.519,0.321,0.84,0.347,0.577,0.361,0.405,28.8
Texas Rangers,away,Wyatt Langford,694671,777818,"Langford, Wyatt",2025,23,149,170,37,21,7,0,9,39,18,22.9,10.6,0.248,0.477,0.329,0.806,0.266,0.536,0.35,0.38,28.9
Texas Rangers,away,Josh Jung,673962,777818,"Jung, Josh",2025,27,151,158,43,29,6,1,7,35,7,22.2,4.4,0.285,0.477,0.316,0.793,0.261,0.499,0.344,0.338,27.0
