team,side,player_name,player_id,game_id,"last_name, first_name",year,player_age,ab,pa,hit,single,double,triple,home_run,strikeout,walk,k_percent,bb_percent,batting_avg,slg_percent,on_base_percent,on_base_plus_slg,xba,xslg,woba,xwoba,sprint_speed
Baltimore Orioles,home,Jackson Holliday,702616,777924,"Holliday, Jackson",2025.0,21.0,110.0,122.0,29.0,22.0,2.0,1.0,4.0,30.0,10.0,24.6,8.2,0.264,0.409,0.336,0.745,0.262,0.436,0.333,0.337,28.8
Baltimore Orioles,home,Ryan Mountcastle,663624,777924,"Mountcastle, Ryan",2025.0,28.0,128.0,137.0,29.0,19.0,8.0,0.0,2.0,33.0,6.0,24.1,4.4,0.227,0.336,0.263,0.599,0.265,0.453,0.264,0.324,27.6
Baltimore Orioles,home,Gunnar Henderson,683002,777924,"Henderson, Gunnar",2025.0,24.0,129.0,137.0,34.0,19.0,8.0,2.0,5.0,38.0,8.0,27.7,5.8,0.264,0.473,0.307,0.78,0.261,0.4,0.336,0.304,28.3
Baltimore Orioles,home,Ryan O'Hearn,656811,777924,"O'Hearn, Ryan",2025.0,31.0,99.0,114.0,30.0,19.0,4.0,0.0,7.0,17.0,13.0,14.9,11.4,0.303,0.556,0.395,0.951,0.3,0.516,0.414,0.394,27.4
Baltimore Orioles,home,Adley Rutschman,668939,777924,"Rutschman, Adley",2025.0,27.0,133.0,151.0,27.0,18.0,4.0,1.0,4.0,24.0,18.0,15.9,11.9,0.203,0.338,0.298,0.636,0.275,0.474,0.289,0.363,27.0
Baltimore Orioles,home,Tyler O'Neill,641933,777924,"O'Neill, Tyler",2025.0,30.0,72.0,84.0,15.0,9.0,3.0,1.0,2.0,22.0,8.0,26.2,9.5,0.208,0.361,0.298,0.659,0.227,0.486,0.289,0.337,28.3
Baltimore Orioles,home,Cedric Mullins,656775,777924,"Mullins II, Cedric",2025.0,30.0,131.0,153.0,30.0,17.0,6.0,0.0,7.0,33.0,20.0,21.6,13.1,0.229,0.435,0.34,0.775,0.223,0.376,0.345,0.319,28.5
Baltimore Orioles,home,Ramón Laureano,657656,777924,"Laureano, Ramón",2025.0,30.0,70.0,77.0,14.0,4.0,5.0,0.0,5.0,24.0,6.0,31.2,7.8,0.2,0.486,0.26,0.746,0.213,0.48,0.319,0.317,27.8
Baltimore Orioles,home,Ramón Urías,602104,777924,"Urías, Ramón",2025.0,31.0,72.0,82.0,21.0,17.0,2.0,0.0,2.0,16.0,8.0,19.5,9.8,0.292,0.403,0.354,0.757,0.219,0.333,0.335,0.292,27.1
Minnesota Twins,away,Byron Buxton,621439,777924,"Buxton, Byron",2025.0,31.0,148.0,161.0,39.0,22.0,5.0,3.0,9.0,54.0,8.0,33.5,5.0,0.264,0.52,0.304,0.824,0.243,0.489,0.35,0.331,30.2
