team,side,player_name,player_id,game_id,"last_name, first_name",year,player_age,ab,pa,hit,single,double,triple,home_run,strikeout,walk,k_percent,bb_percent,batting_avg,slg_percent,on_base_percent,on_base_plus_slg,xba,xslg,woba,xwoba,sprint_speed
Chicago White Sox,home,Mike Tauchman,643565,777370,"Tauchman, Mike",2025.0,34.0,101.0,119.0,26.0,14.0,7.0,1.0,4.0,26.0,17.0,21.8,14.3,0.257,0.465,0.361,0.826,0.269,0.434,0.361,0.354,25.4
Chicago White Sox,home,Chase Meidroth,805367,777370,"Meidroth, Chase",2025.0,23.0,205.0,232.0,55.0,48.0,5.0,0.0,2.0,34.0,27.0,14.7,11.6,0.268,0.322,0.353,0.675,0.26,0.335,0.309,0.309,27.0
Chicago White Sox,home,Andrew Benintendi,643217,777370,"Benintendi, Andrew",2025.0,30.0,187.0,209.0,44.0,25.0,9.0,2.0,8.0,36.0,16.0,17.2,7.7,0.235,0.433,0.298,0.731,0.251,0.5,0.315,0.353,27.1
Chicago White Sox,home,Miguel Vargas,678246,777370,"Vargas, Miguel",2025.0,25.0,284.0,318.0,67.0,35.0,20.0,2.0,10.0,55.0,29.0,17.3,9.1,0.236,0.426,0.314,0.74,0.241,0.416,0.324,0.321,27.5
Chicago White Sox,home,Kyle Teel,691019,777370,"Teel, Kyle",2025.0,23.0,35.0,45.0,8.0,6.0,2.0,0.0,0.0,15.0,8.0,33.3,17.8,0.229,0.286,0.378,0.664,0.215,0.392,0.314,0.346,27.0
Chicago White Sox,home,Luis Robert Jr.,673357,777370,"Robert Jr., Luis",2025.0,27.0,249.0,285.0,46.0,30.0,8.0,0.0,8.0,88.0,29.0,30.9,10.2,0.185,0.313,0.27,0.583,0.232,0.403,0.261,0.311,29.1
Chicago White Sox,home,Lenyn Sosa,672820,777370,"Sosa, Lenyn",2025.0,25.0,227.0,235.0,61.0,44.0,12.0,1.0,4.0,56.0,7.0,23.8,3.0,0.269,0.383,0.291,0.674,0.272,0.424,0.294,0.309,26.7
Chicago White Sox,home,Josh Rojas,668942,777370,"Rojas, Josh",2025.0,31.0,116.0,131.0,21.0,16.0,5.0,0.0,0.0,36.0,13.0,27.5,9.9,0.181,0.224,0.262,0.486,0.21,0.274,0.227,0.26,26.3
Chicago White Sox,home,Michael A. Taylor,572191,777370,"Taylor, Michael A.",2025.0,34.0,142.0,159.0,29.0,15.0,9.0,1.0,4.0,60.0,15.0,37.7,9.4,0.204,0.366,0.278,0.644,0.208,0.417,0.284,0.305,27.6
Arizona Diamondbacks,away,Geraldo Perdomo,672695,777370,"Perdomo, Geraldo",2025.0,25.0,285.0,343.0,74.0,48.0,17.0,1.0,8.0,39.0,44.0,11.4,12.8,0.26,0.411,0.355,0.766,0.247,0.375,0.337,0.323,27.0
Arizona Diamondbacks,away,Ketel Marte,606466,777370,"Marte, Ketel",2025.0,31.0,194.0,229.0,62.0,36.0,11.0,0.0,15.0,31.0,31.0,13.5,13.5,0.32,0.608,0.424,1.032,0.321,0.617,0.437,0.438,26.5
Arizona Diamondbacks,away,Pavin Smith,656976,777370,"Smith, Pavin",2025.0,29.0,194.0,233.0,52.0,30.0,13.0,1.0,8.0,72.0,38.0,30.9,16.3,0.268,0.469,0.386,0.855,0.224,0.423,0.374,0.341,26.2
Arizona Diamondbacks,away,Josh Naylor,647304,777370,"Naylor, Josh",2025.0,28.0,287.0,317.0,87.0,59.0,18.0,1.0,9.0,41.0,25.0,12.9,7.9,0.303,0.467,0.358,0.825,0.299,0.456,0.358,0.354,24.4
Arizona Diamondbacks,away,Lourdes Gurriel Jr.,666971,777370,"Gurriel Jr., Lourdes",2025.0,31.0,284.0,310.0,73.0,47.0,15.0,1.0,10.0,44.0,18.0,14.2,5.8,0.257,0.423,0.303,0.726,0.269,0.43,0.315,0.322,26.8
