team,side,player_name,player_id,game_id,"last_name, first_name",year,player_age,ab,pa,hit,single,double,triple,home_run,strikeout,walk,k_percent,bb_percent,batting_avg,slg_percent,on_base_percent,on_base_plus_slg,xba,xslg,woba,xwoba,sprint_speed
Chicago Cubs,home,Pete Crow-Armstrong,691718,777900,"Crow-Armstrong, Pete",2025.0,23.0,169.0,183.0,45.0,22.0,11.0,1.0,11.0,44.0,9.0,24.0,4.9,0.266,0.538,0.306,0.844,0.258,0.507,0.361,0.343,29.3
Chicago Cubs,home,Kyle Tucker,663656,777900,"Tucker, Kyle",2025.0,28.0,171.0,202.0,45.0,23.0,9.0,3.0,10.0,24.0,30.0,11.9,14.9,0.263,0.526,0.371,0.897,0.294,0.573,0.384,0.409,26.3
Chicago Cubs,home,Seiya Suzuki,673548,777900,"Suzuki, Seiya",2025.0,30.0,163.0,178.0,39.0,19.0,7.0,2.0,11.0,52.0,14.0,29.2,7.9,0.239,0.509,0.298,0.807,0.255,0.496,0.346,0.346,27.9
Chicago Cubs,home,Michael Busch,683737,777900,"Busch, Michael",2025.0,27.0,138.0,158.0,35.0,19.0,8.0,1.0,7.0,39.0,17.0,24.7,10.8,0.254,0.478,0.348,0.826,0.252,0.491,0.362,0.363,26.9
Chicago Cubs,home,Carson Kelly,608348,777900,"Kelly, Carson",2025.0,30.0,83.0,105.0,24.0,13.0,2.0,1.0,8.0,13.0,20.0,12.4,19.0,0.289,0.627,0.429,1.056,0.267,0.515,0.448,0.4,26.0
Chicago Cubs,home,Dansby Swanson,621020,777900,"Swanson, Dansby",2025.0,31.0,167.0,184.0,41.0,24.0,7.0,1.0,9.0,49.0,15.0,26.6,8.2,0.246,0.461,0.306,0.767,0.27,0.498,0.334,0.355,28.2
Chicago Cubs,home,Moisés Ballesteros,694208,777900,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chicago Cubs,home,Nico Hoerner,663538,777900,"Hoerner, Nico",2025.0,28.0,157.0,169.0,43.0,34.0,8.0,1.0,0.0,16.0,8.0,9.5,4.7,0.274,0.338,0.314,0.652,0.277,0.36,0.291,0.297,28.1
Chicago Cubs,home,Jon Berti,542932,777900,"Berti, Jon",2025.0,35.0,72.0,78.0,16.0,14.0,2.0,0.0,0.0,15.0,4.0,19.2,5.1,0.222,0.25,0.282,0.532,0.262,0.345,0.247,0.297,28.4
Chicago White Sox,away,Chase Meidroth,805367,777900,"Meidroth, Chase",2025.0,23.0,69.0,80.0,17.0,15.0,2.0,0.0,0.0,14.0,11.0,17.5,13.8,0.246,0.275,0.35,0.625,0.241,0.29,0.295,0.295,26.9
Chicago White Sox,away,Matt Thaiss,642136,777900,"Thaiss, Matt",2025.0,30.0,71.0,92.0,16.0,11.0,4.0,0.0,1.0,15.0,19.0,16.3,20.7,0.225,0.324,0.391,0.715,0.211,0.31,0.336,0.327,25.5
Chicago White Sox,away,Luis Robert Jr.,673357,777900,"Robert Jr., Luis",2025.0,27.0,140.0,164.0,26.0,18.0,3.0,0.0,5.0,49.0,21.0,29.9,12.8,0.186,0.314,0.29,0.604,0.248,0.427,0.274,0.337,28.5
Chicago White Sox,away,Miguel Vargas,678246,777900,"Vargas, Miguel",2025.0,25.0,149.0,168.0,33.0,21.0,9.0,0.0,3.0,30.0,17.0,17.9,10.1,0.221,0.342,0.31,0.652,0.231,0.362,0.296,0.303,27.7
Chicago White Sox,away,Joshua Palacios,641943,777900,"Palacios, Joshua",2025.0,29.0,68.0,80.0,14.0,11.0,2.0,0.0,1.0,20.0,9.0,25.0,11.3,0.206,0.279,0.325,0.604,0.222,0.347,0.286,0.313,26.8
Chicago White Sox,away,Andrew Vaughn,683734,777900,"Vaughn, Andrew",2025.0,27.0,164.0,172.0,31.0,18.0,8.0,0.0,5.0,41.0,7.0,23.8,4.1,0.189,0.329,0.221,0.55,0.245,0.458,0.241,0.316,25.6
Chicago White Sox,away,Edgar Quero,700337,777900,"Quero, Edgar",2025.0,22.0,71.0,82.0,21.0,18.0,3.0,0.0,0.0,13.0,9.0,15.9,11.0,0.296,0.338,0.39,0.728,0.282,0.374,0.337,0.339,25.0
Chicago White Sox,away,Josh Rojas,668942,777900,"Rojas, Josh",2025.0,31.0,28.0,32.0,4.0,4.0,0.0,0.0,0.0,11.0,4.0,34.4,12.5,0.143,0.143,0.25,0.393,0.199,0.257,0.199,0.26,25.0
Chicago White Sox,away,Brooks Baldwin,681460,777900,"Baldwin, Brooks",2025.0,24.0,122.0,133.0,27.0,18.0,6.0,0.0,3.0,36.0,6.0,27.1,4.5,0.221,0.344,0.26,0.604,0.23,0.374,0.266,0.291,28.9
Cincinnati Reds,home,TJ Friedl,670770,777902,"Friedl Jr., TJ",2025.0,29.0,157.0,182.0,43.0,33.0,6.0,1.0,3.0,30.0,20.0,16.5,11.0,0.274,0.382,0.359,0.741,0.256,0.332,0.333,0.307,26.8
Cincinnati Reds,home,Santiago Espinal,669289,777902,"Espinal, Santiago",2025.0,30.0,117.0,127.0,32.0,26.0,6.0,0.0,0.0,12.0,10.0,9.4,7.9,0.274,0.325,0.331,0.656,0.258,0.331,0.297,0.289,26.8
Cincinnati Reds,home,Elly De La Cruz,682829,777902,"De La Cruz, Elly",2025.0,23.0,176.0,196.0,45.0,31.0,6.0,0.0,8.0,55.0,17.0,28.1,8.7,0.256,0.426,0.327,0.753,0.241,0.44,0.329,0.325,28.8
Cincinnati Reds,home,Austin Hays,669720,777902,"Hays, Austin",2025.0,29.0,72.0,79.0,22.0,13.0,4.0,0.0,5.0,22.0,6.0,27.8,7.6,0.306,0.569,0.354,0.923,0.297,0.586,0.391,0.402,27.5
Cincinnati Reds,home,Gavin Lux,666158,777902,"Lux, Gavin",2025.0,27.0,141.0,162.0,41.0,29.0,10.0,1.0,1.0,36.0,21.0,22.2,13.0,0.291,0.397,0.383,0.78,0.268,0.378,0.351,0.332,27.6
Cincinnati Reds,home,Spencer Steer,668715,777902,"Steer, Spencer",2025.0,27.0,145.0,159.0,29.0,18.0,7.0,0.0,4.0,39.0,13.0,24.5,8.2,0.2,0.331,0.27,0.601,0.213,0.336,0.271,0.275,28.3
Cincinnati Reds,home,Tyler Stephenson,663886,777902,"Stephenson, Tyler",2025.0,28.0,38.0,44.0,7.0,3.0,3.0,0.0,1.0,18.0,6.0,40.9,13.6,0.184,0.342,0.295,0.637,0.196,0.324,0.28,0.276,26.1
Cincinnati Reds,home,Will Benson,666181,777902,"Benson, Will",2025.0,27.0,18.0,21.0,5.0,2.0,2.0,0.0,1.0,6.0,3.0,28.6,14.3,0.278,0.556,0.381,0.937,0.268,0.507,0.404,0.379,28.9
Cincinnati Reds,home,Matt McLain,680574,777902,"McLain, Matt",2025.0,25.0,132.0,157.0,24.0,15.0,3.0,0.0,6.0,48.0,21.0,30.6,13.4,0.182,0.341,0.308,0.649,0.213,0.414,0.298,0.332,29.1
Cleveland Guardians,away,Steven Kwan,680757,777902,"Kwan, Steven",2025.0,27.0,169.0,186.0,55.0,42.0,9.0,0.0,4.0,17.0,15.0,9.1,8.1,0.325,0.45,0.384,0.834,0.309,0.416,0.37,0.346,26.6
Cleveland Guardians,away,Nolan Jones,666134,777902,"Jones, Nolan",2025.0,27.0,96.0,112.0,16.0,8.0,6.0,0.0,2.0,33.0,15.0,29.5,13.4,0.167,0.292,0.279,0.571,0.233,0.467,0.261,0.346,27.6
Cleveland Guardians,away,José Ramírez,608070,777902,"Ramírez, José",2025.0,32.0,149.0,171.0,44.0,28.0,8.0,0.0,8.0,19.0,16.0,11.1,9.4,0.295,0.51,0.363,0.873,0.294,0.452,0.371,0.351,28.5
Cleveland Guardians,away,Kyle Manzardo,700932,777902,"Manzardo, Kyle",2025.0,24.0,131.0,153.0,29.0,14.0,3.0,2.0,10.0,41.0,18.0,26.8,11.8,0.221,0.504,0.314,0.818,0.214,0.479,0.348,0.335,24.7
