team,side,player_name,player_id,game_id,"last_name, first_name",year,player_age,ab,pa,hit,single,double,triple,home_run,strikeout,walk,k_percent,bb_percent,batting_avg,slg_percent,on_base_percent,on_base_plus_slg,xba,xslg,woba,xwoba,sprint_speed
Baltimore Orioles,home,Jackson Holliday,702616,777573,"Holliday, Jackson",2025.0,21.0,217.0,234.0,57.0,38.0,9.0,2.0,8.0,55.0,13.0,23.5,5.6,0.263,0.433,0.316,0.749,0.271,0.473,0.329,0.343,28.7
Baltimore Orioles,home,Adley Rutschman,668939,777573,"Rutschman, Adley",2025.0,27.0,211.0,240.0,48.0,32.0,8.0,1.0,7.0,40.0,28.0,16.7,11.7,0.227,0.374,0.321,0.695,0.27,0.481,0.312,0.364,26.9
Baltimore Orioles,home,Gunnar Henderson,683002,777573,"Henderson, Gunnar",2025.0,24.0,226.0,246.0,60.0,39.0,11.0,2.0,8.0,65.0,19.0,26.4,7.7,0.265,0.438,0.325,0.763,0.26,0.404,0.333,0.316,28.4
Baltimore Orioles,home,Ramón Laureano,657656,777573,"Laureano, Ramón",2025.0,30.0,106.0,117.0,28.0,14.0,7.0,0.0,7.0,32.0,8.0,27.4,6.8,0.264,0.528,0.316,0.844,0.247,0.494,0.36,0.336,28.1
Baltimore Orioles,home,Ryan O'Hearn,656811,777573,"O'Hearn, Ryan",2025.0,31.0,190.0,219.0,60.0,43.0,8.0,0.0,9.0,38.0,24.0,17.4,11.0,0.316,0.5,0.397,0.897,0.319,0.512,0.391,0.392,27.7
Baltimore Orioles,home,Jordan Westburg,676059,777573,"Westburg, Jordan",2025.0,26.0,92.0,98.0,20.0,13.0,2.0,1.0,4.0,22.0,5.0,22.4,5.1,0.217,0.391,0.265,0.656,0.258,0.462,0.288,0.33,29.2
Baltimore Orioles,home,Colton Cowser,681297,777573,"Cowser, Colton",2025.0,25.0,37.0,40.0,8.0,4.0,1.0,0.0,3.0,11.0,2.0,27.5,5.0,0.216,0.486,0.275,0.761,0.243,0.484,0.329,0.337,26.5
Baltimore Orioles,home,Coby Mayo,691723,777573,"Mayo, Coby",2025.0,23.0,31.0,34.0,5.0,4.0,1.0,0.0,0.0,10.0,3.0,29.4,8.8,0.161,0.194,0.235,0.429,0.2,0.292,0.203,0.254,28.4
Baltimore Orioles,home,Cedric Mullins,656775,777573,"Mullins II, Cedric",2025.0,30.0,181.0,207.0,42.0,23.0,9.0,0.0,10.0,52.0,23.0,25.1,11.1,0.232,0.448,0.324,0.772,0.218,0.376,0.338,0.307,28.3
Detroit Tigers,away,Jahmai Jones,663330,777573,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Detroit Tigers,away,Gleyber Torres,650402,777573,"Torres, Gleyber",2025.0,28.0,193.0,231.0,52.0,38.0,9.0,0.0,5.0,29.0,33.0,12.6,14.3,0.269,0.394,0.381,0.775,0.298,0.529,0.349,0.403,26.0
Detroit Tigers,away,Riley Greene,682985,777573,"Greene, Riley",2025.0,24.0,250.0,269.0,69.0,42.0,14.0,0.0,13.0,86.0,18.0,32.0,6.7,0.276,0.488,0.327,0.815,0.253,0.499,0.353,0.342,26.7
Detroit Tigers,away,Dillon Dingler,693307,777573,"Dingler, Dillon",2025.0,26.0,178.0,186.0,51.0,35.0,9.0,1.0,6.0,50.0,5.0,26.9,2.7,0.287,0.449,0.317,0.766,0.279,0.474,0.335,0.336,27.3
Detroit Tigers,away,Spencer Torkelson,679529,777573,"Torkelson, Spencer",2025.0,25.0,228.0,269.0,54.0,24.0,15.0,0.0,15.0,65.0,33.0,24.2,12.3,0.237,0.5,0.342,0.842,0.24,0.528,0.36,0.37,26.5
Detroit Tigers,away,Zach McKinstry,656716,777573,"McKinstry, Zach",2025.0,30.0,199.0,230.0,54.0,36.0,10.0,5.0,3.0,53.0,27.0,23.0,11.7,0.271,0.417,0.358,0.775,0.264,0.37,0.341,0.324,28.2
Detroit Tigers,away,Wenceel Pérez,672761,777573,"Pérez, Wenceel",2025.0,25.0,34.0,37.0,10.0,4.0,3.0,0.0,3.0,8.0,1.0,21.6,2.7,0.294,0.647,0.351,0.998,0.318,0.534,0.425,0.39,27.1
Detroit Tigers,away,Javier Báez,595879,777573,"Báez, Javier",2025.0,32.0,189.0,197.0,51.0,35.0,10.0,0.0,6.0,46.0,5.0,23.4,2.5,0.27,0.418,0.299,0.717,0.245,0.394,0.314,0.29,27.3
Detroit Tigers,away,Parker Meadows,678009,777573,"Meadows, Parker",2025.0,25.0,23.0,28.0,5.0,3.0,1.0,1.0,0.0,5.0,5.0,17.9,17.9,0.217,0.348,0.357,0.705,0.29,0.568,0.322,0.421,28.4
Cleveland Guardians,home,Steven Kwan,680757,777569,"Kwan, Steven",2025.0,27.0,246.0,274.0,76.0,57.0,14.0,0.0,5.0,23.0,22.0,8.4,8.0,0.309,0.427,0.37,0.797,0.289,0.393,0.353,0.331,26.7
Cleveland Guardians,home,David Fry,681807,777569,"Fry, David",2025.0,29.0,16.0,19.0,3.0,2.0,0.0,0.0,1.0,9.0,2.0,47.4,10.5,0.188,0.375,0.316,0.691,0.12,0.211,0.314,0.231,25.0
Cleveland Guardians,home,José Ramírez,608070,777569,"Ramírez, José",2025.0,32.0,237.0,267.0,79.0,52.0,14.0,1.0,12.0,29.0,24.0,10.9,9.0,0.333,0.553,0.393,0.946,0.313,0.486,0.4,0.367,28.4
Cleveland Guardians,home,Carlos Santana,467793,777569,"Santana, Carlos",2025.0,39.0,211.0,249.0,54.0,41.0,6.0,0.0,7.0,43.0,32.0,17.3,12.9,0.256,0.384,0.357,0.741,0.228,0.366,0.332,0.313,25.5
Cleveland Guardians,home,Gabriel Arias,672356,777569,"Arias, Gabriel",2025.0,25.0,211.0,234.0,51.0,33.0,14.0,0.0,4.0,67.0,15.0,28.6,6.4,0.242,0.365,0.305,0.67,0.229,0.394,0.298,0.304,27.2
Cleveland Guardians,home,Bo Naylor,666310,777569,"Naylor, Bo",2025.0,25.0,153.0,182.0,30.0,15.0,5.0,1.0,9.0,47.0,26.0,25.8,14.3,0.196,0.418,0.309,0.727,0.202,0.4,0.321,0.314,27.2
Cleveland Guardians,home,Johnathan Rodríguez,671286,777569,"Rodríguez, Johnathan",2025.0,25.0,10.0,11.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,45.5,9.1,0.1,0.1,0.182,0.282,0.136,0.175,0.144,0.186,0.0
Cleveland Guardians,home,Nolan Jones,666134,777569,"Jones, Nolan",2025.0,27.0,149.0,168.0,32.0,23.0,6.0,1.0,2.0,45.0,16.0,26.8,9.5,0.215,0.309,0.293,0.602,0.256,0.445,0.271,0.334,27.5
Cleveland Guardians,home,Angel Martínez,682657,777569,"Martínez, Angel",2025.0,23.0,179.0,188.0,42.0,29.0,8.0,1.0,4.0,37.0,5.0,19.7,2.7,0.235,0.358,0.257,0.615,0.233,0.337,0.268,0.26,27.6
Cincinnati Reds,away,TJ Friedl,670770,777569,"Friedl Jr., TJ",2025.0,29.0,241.0,281.0,71.0,52.0,11.0,2.0,6.0,43.0,33.0,15.3,11.7,0.295,0.432,0.384,0.816,0.255,0.339,0.362,0.312,26.8
Cincinnati Reds,away,Gavin Lux,666158,777569,"Lux, Gavin",2025.0,27.0,196.0,223.0,55.0,38.0,14.0,1.0,2.0,54.0,27.0,24.2,12.1,0.281,0.393,0.368,0.761,0.256,0.362,0.341,0.318,27.6
Cincinnati Reds,away,Elly De La Cruz,682829,777569,"De La Cruz, Elly",2025.0,23.0,254.0,287.0,65.0,40.0,13.0,0.0,12.0,79.0,30.0,27.5,10.5,0.256,0.449,0.338,0.787,0.252,0.478,0.341,0.347,28.9
