team,side,player_name,player_id,game_id,"last_name, first_name",year,player_age,ab,pa,hit,single,double,triple,home_run,strikeout,walk,k_percent,bb_percent,batting_avg,slg_percent,on_base_percent,on_base_plus_slg,xba,xslg,woba,xwoba,sprint_speed
Chicago White Sox,home,Chase Meidroth,805367,777164,"Meidroth, Chase",2025.0,23.0,247.0,282.0,61.0,53.0,6.0,0.0,2.0,40.0,31.0,14.2,11.0,0.247,0.296,0.337,0.633,0.252,0.328,0.292,0.306,27.2
Chicago White Sox,home,Austin Slater,596103,777164,"Slater, Austin",2025.0,32.0,94.0,104.0,22.0,12.0,6.0,1.0,3.0,31.0,9.0,29.8,8.7,0.234,0.415,0.301,0.716,0.245,0.481,0.313,0.341,28.0
Chicago White Sox,home,Miguel Vargas,678246,777164,"Vargas, Miguel",2025.0,25.0,327.0,366.0,72.0,39.0,21.0,2.0,10.0,65.0,33.0,17.8,9.0,0.22,0.388,0.301,0.689,0.238,0.407,0.304,0.317,27.3
Chicago White Sox,home,Edgar Quero,700337,777164,"Quero, Edgar",2025.0,22.0,178.0,201.0,49.0,39.0,9.0,0.0,1.0,36.0,19.0,17.9,9.5,0.275,0.343,0.353,0.696,0.247,0.332,0.315,0.299,25.1
Chicago White Sox,home,Mike Tauchman,643565,777164,"Tauchman, Mike",2025.0,34.0,148.0,169.0,44.0,29.0,10.0,1.0,4.0,38.0,19.0,22.5,11.2,0.297,0.459,0.379,0.838,0.278,0.418,0.367,0.343,25.2
Chicago White Sox,home,Luis Robert Jr.,673357,777164,"Robert Jr., Luis",2025.0,27.0,254.0,291.0,47.0,31.0,8.0,0.0,8.0,89.0,30.0,30.6,10.3,0.185,0.311,0.272,0.583,0.233,0.402,0.26,0.311,29.1
Chicago White Sox,home,Lenyn Sosa,672820,777164,"Sosa, Lenyn",2025.0,25.0,272.0,281.0,74.0,52.0,14.0,1.0,7.0,65.0,7.0,23.1,2.5,0.272,0.408,0.293,0.701,0.276,0.444,0.305,0.318,26.7
Chicago White Sox,home,Tim Elko,671284,777164,"Elko, Tim",2025.0,26.0,61.0,66.0,9.0,4.0,1.0,0.0,4.0,27.0,5.0,40.9,7.6,0.148,0.361,0.212,0.573,0.168,0.359,0.25,0.257,27.8
Chicago White Sox,home,Michael A. Taylor,572191,777164,"Taylor, Michael A.",2025.0,34.0,170.0,190.0,38.0,19.0,13.0,1.0,5.0,67.0,17.0,35.3,8.9,0.224,0.4,0.296,0.696,0.223,0.453,0.305,0.324,27.7
Cleveland Guardians,away,Steven Kwan,680757,777164,"Kwan, Steven",2025.0,27.0,346.0,384.0,101.0,74.0,20.0,1.0,6.0,33.0,30.0,8.6,7.8,0.292,0.408,0.35,0.758,0.282,0.381,0.333,0.319,26.9
