team,side,player_name,player_id,game_id,"last_name, first_name",year,player_age,ab,pa,hit,single,double,triple,home_run,strikeout,walk,k_percent,bb_percent,batting_avg,slg_percent,on_base_percent,on_base_plus_slg,xba,xslg,woba,xwoba,sprint_speed
Washington Nationals,home,CJ Abrams,682928,777245,"Abrams, CJ",2025.0,24.0,297.0,332.0,85.0,52.0,18.0,3.0,12.0,57.0,23.0,17.2,6.9,0.286,0.488,0.356,0.844,0.283,0.451,0.367,0.351,28.2
Washington Nationals,home,James Wood,695578,777245,"Wood, James",2025.0,22.0,327.0,387.0,96.0,54.0,19.0,0.0,23.0,102.0,56.0,26.4,14.5,0.294,0.563,0.395,0.958,0.294,0.594,0.405,0.413,28.1
Washington Nationals,home,Luis García Jr.,671277,777245,"García, Luis",2025.0,25.0,276.0,299.0,75.0,49.0,19.0,0.0,7.0,42.0,16.0,14.0,5.4,0.272,0.417,0.311,0.728,0.312,0.501,0.316,0.369,26.5
Washington Nationals,home,Nathaniel Lowe,663993,777245,"Lowe, Nathaniel",2025.0,29.0,330.0,364.0,76.0,48.0,14.0,1.0,13.0,98.0,31.0,26.9,8.5,0.23,0.397,0.297,0.694,0.235,0.383,0.305,0.305,26.0
Washington Nationals,home,Josh Bell,605137,777245,"Bell, Josh",2025.0,32.0,256.0,289.0,52.0,34.0,6.0,1.0,11.0,50.0,29.0,17.3,10.0,0.203,0.363,0.291,0.654,0.251,0.452,0.29,0.343,24.8
Washington Nationals,home,Brady House,691781,777245,"House, Brady",2025.0,22.0,61.0,65.0,14.0,11.0,3.0,0.0,0.0,18.0,3.0,27.7,4.6,0.23,0.279,0.262,0.541,0.297,0.37,0.241,0.303,27.8
Washington Nationals,home,Daylen Lile,695734,777245,"Lile, Daylen",2025.0,22.0,85.0,94.0,20.0,14.0,4.0,1.0,1.0,15.0,6.0,16.0,6.4,0.235,0.341,0.29,0.631,0.291,0.416,0.28,0.335,28.8
Washington Nationals,home,Keibert Ruiz,660688,777245,"Ruiz, Keibert",2025.0,26.0,247.0,259.0,61.0,47.0,12.0,0.0,2.0,24.0,8.0,9.3,3.1,0.247,0.32,0.278,0.598,0.274,0.351,0.265,0.288,24.4
Washington Nationals,home,Jacob Young,696285,777245,"Young, Jacob",2025.0,25.0,172.0,198.0,42.0,34.0,7.0,1.0,0.0,29.0,16.0,14.6,8.1,0.244,0.297,0.316,0.613,0.26,0.318,0.28,0.294,29.3
Boston Red Sox,away,Jarren Duran,680776,777245,"Duran, Jarren",2025.0,28.0,364.0,399.0,92.0,56.0,21.0,9.0,6.0,97.0,26.0,24.3,6.5,0.253,0.409,0.312,0.721,0.257,0.407,0.315,0.321,29.1
