team,side,player_name,player_id,game_id,"last_name, first_name",year,player_age,ab,pa,hit,single,double,triple,home_run,strikeout,walk,k_percent,bb_percent,batting_avg,slg_percent,on_base_percent,on_base_plus_slg,xba,xslg,woba,xwoba,sprint_speed
New York Yankees,home,Ben Rice,700250,777888,"Rice, Ben",2025.0,26.0,134.0,155.0,34.0,14.0,10.0,1.0,9.0,38.0,15.0,24.5,9.7,0.254,0.545,0.355,0.9,0.284,0.562,0.389,0.404,27.4
New York Yankees,home,Aaron Judge,592450,777888,"Judge, Aaron",2025.0,33.0,169.0,200.0,70.0,41.0,12.0,2.0,15.0,43.0,28.0,21.5,14.0,0.414,0.775,0.5,1.275,0.363,0.796,0.529,0.508,26.7
New York Yankees,home,Cody Bellinger,641355,777888,"Bellinger, Cody",2025.0,29.0,149.0,169.0,36.0,23.0,7.0,1.0,5.0,34.0,16.0,20.1,9.5,0.242,0.403,0.308,0.711,0.241,0.425,0.311,0.324,27.9
New York Yankees,home,Paul Goldschmidt,502671,777888,"Goldschmidt, Paul",2025.0,37.0,166.0,182.0,58.0,42.0,11.0,0.0,5.0,30.0,12.0,16.5,6.6,0.349,0.506,0.398,0.904,0.3,0.516,0.392,0.369,26.6
New York Yankees,home,Jasson Domínguez,691176,777888,"Domínguez, Jasson",2025.0,22.0,127.0,147.0,30.0,16.0,9.0,0.0,5.0,45.0,18.0,30.6,12.2,0.236,0.425,0.333,0.758,0.227,0.383,0.335,0.314,28.3
New York Yankees,home,Anthony Volpe,683011,777888,"Volpe, Anthony",2025.0,24.0,157.0,183.0,37.0,19.0,12.0,0.0,6.0,47.0,21.0,25.7,11.5,0.236,0.427,0.328,0.755,0.249,0.444,0.332,0.344,27.8
New York Yankees,home,J.C. Escarra,641555,777888,"Escarra, J.C.",2025.0,30.0,35.0,42.0,7.0,3.0,3.0,0.0,1.0,6.0,5.0,14.3,11.9,0.2,0.371,0.31,0.681,0.246,0.363,0.304,0.319,25.5
New York Yankees,home,DJ LeMahieu,518934,777888,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New York Yankees,home,Jorbit Vivas,678391,777888,"Vivas, Jorbit",2025.0,24.0,27.0,32.0,5.0,4.0,1.0,0.0,0.0,8.0,4.0,25.0,12.5,0.185,0.222,0.29,0.512,0.227,0.264,0.246,0.277,26.4
New York Mets,away,Francisco Lindor,596019,777888,"Lindor, Francisco",2025.0,31.0,180.0,203.0,53.0,36.0,8.0,0.0,9.0,34.0,14.0,16.7,6.9,0.294,0.489,0.36,0.849,0.279,0.48,0.37,0.361,27.4
New York Mets,away,Juan Soto,665742,777888,"Soto, Juan",2025.0,26.0,159.0,197.0,40.0,23.0,9.0,0.0,8.0,30.0,36.0,15.2,18.3,0.252,0.459,0.386,0.845,0.312,0.611,0.37,0.441,25.7
New York Mets,away,Pete Alonso,624413,777888,"Alonso, Pete",2025.0,30.0,165.0,199.0,50.0,25.0,15.0,1.0,9.0,42.0,27.0,21.1,13.6,0.303,0.57,0.412,0.982,0.295,0.607,0.421,0.426,25.6
New York Mets,away,Brandon Nimmo,607043,777888,"Nimmo, Brandon",2025.0,32.0,163.0,179.0,38.0,21.0,9.0,0.0,8.0,32.0,13.0,17.9,7.3,0.233,0.436,0.291,0.727,0.272,0.485,0.314,0.347,27.1
New York Mets,away,Mark Vientos,668901,777888,"Vientos, Mark",2025.0,25.0,151.0,167.0,37.0,25.0,6.0,1.0,5.0,34.0,15.0,20.4,9.0,0.245,0.397,0.311,0.708,0.247,0.398,0.313,0.312,26.0
New York Mets,away,Jeff McNeil,643446,777888,"McNeil, Jeff",2025.0,33.0,45.0,53.0,11.0,6.0,1.0,2.0,2.0,7.0,7.0,13.2,13.2,0.244,0.489,0.34,0.829,0.261,0.382,0.349,0.324,26.3
New York Mets,away,Luis Torrens,620443,777888,"Torrens, Luis",2025.0,29.0,77.0,84.0,19.0,9.0,8.0,1.0,1.0,18.0,7.0,21.4,8.3,0.247,0.416,0.31,0.726,0.319,0.573,0.318,0.405,26.4
New York Mets,away,Brett Baty,683146,777888,"Baty, Brett",2025.0,25.0,74.0,78.0,17.0,8.0,3.0,1.0,5.0,23.0,3.0,29.5,3.8,0.23,0.5,0.26,0.76,0.259,0.521,0.325,0.342,27.1
New York Mets,away,Tyrone Taylor,621438,777888,"Taylor, Tyrone",2025.0,31.0,117.0,127.0,27.0,18.0,5.0,3.0,1.0,27.0,3.0,21.3,2.4,0.231,0.35,0.28,0.63,0.261,0.365,0.28,0.298,29.3
Chicago Cubs,home,Pete Crow-Armstrong,691718,777881,"Crow-Armstrong, Pete",2025.0,23.0,174.0,188.0,49.0,25.0,11.0,1.0,12.0,44.0,9.0,23.4,4.8,0.282,0.563,0.319,0.882,0.263,0.519,0.377,0.349,29.3
Chicago Cubs,home,Kyle Tucker,663656,777881,"Tucker, Kyle",2025.0,28.0,176.0,207.0,47.0,24.0,9.0,4.0,10.0,24.0,30.0,11.6,14.5,0.267,0.534,0.372,0.906,0.294,0.57,0.386,0.407,26.4
Chicago Cubs,home,Seiya Suzuki,673548,777881,"Suzuki, Seiya",2025.0,30.0,167.0,183.0,41.0,19.0,9.0,2.0,11.0,52.0,14.0,28.4,7.7,0.246,0.521,0.301,0.822,0.261,0.508,0.35,0.352,27.8
Chicago Cubs,home,Michael Busch,683737,777881,"Busch, Michael",2025.0,27.0,141.0,163.0,36.0,20.0,8.0,1.0,7.0,40.0,17.0,24.5,10.4,0.255,0.475,0.356,0.831,0.252,0.485,0.366,0.364,27.0
Chicago Cubs,home,Dansby Swanson,621020,777881,"Swanson, Dansby",2025.0,31.0,171.0,189.0,42.0,25.0,7.0,1.0,9.0,51.0,15.0,27.0,7.9,0.246,0.456,0.303,0.759,0.268,0.493,0.329,0.351,28.2
Chicago Cubs,home,Moisés Ballesteros,694208,777881,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chicago Cubs,home,Nico Hoerner,663538,777881,"Hoerner, Nico",2025.0,28.0,162.0,174.0,45.0,35.0,9.0,1.0,0.0,16.0,8.0,9.2,4.6,0.278,0.346,0.316,0.662,0.277,0.358,0.295,0.295,28.1
Chicago Cubs,home,Miguel Amaya,665804,777881,"Amaya, Miguel",2025.0,26.0,80.0,85.0,22.0,11.0,8.0,0.0,3.0,20.0,2.0,23.5,2.4,0.275,0.487,0.298,0.785,0.254,0.426,0.337,0.308,25.8
Chicago Cubs,home,Vidal Bruján,660644,777881,"Bruján, Vidal",2025.0,27.0,10.0,10.0,2.0,1.0,1.0,0.0,0.0,3.0,0.0,30.0,0.0,0.2,0.3,0.2,0.5,0.147,0.335,0.216,0.203,26.3
Chicago White Sox,away,Chase Meidroth,805367,777881,"Meidroth, Chase",2025.0,23.0,73.0,84.0,19.0,17.0,2.0,0.0,0.0,14.0,11.0,16.7,13.1,0.26,0.288,0.357,0.645,0.248,0.296,0.302,0.298,27.1
Chicago White Sox,away,Miguel Vargas,678246,777881,"Vargas, Miguel",2025.0,25.0,153.0,172.0,37.0,22.0,10.0,0.0,5.0,30.0,17.0,17.4,9.9,0.242,0.405,0.326,0.731,0.24,0.39,0.325,0.316,27.6
Chicago White Sox,away,Edgar Quero,700337,777881,"Quero, Edgar",2025.0,22.0,75.0,86.0,22.0,19.0,3.0,0.0,0.0,13.0,9.0,15.1,10.5,0.293,0.333,0.384,0.717,0.277,0.367,0.331,0.331,25.0
Chicago White Sox,away,Luis Robert Jr.,673357,777881,"Robert Jr., Luis",2025.0,27.0,144.0,168.0,26.0,18.0,3.0,0.0,5.0,50.0,21.0,29.8,12.5,0.181,0.306,0.283,0.589,0.245,0.42,0.268,0.332,28.5
Chicago White Sox,away,Andrew Vaughn,683734,777881,"Vaughn, Andrew",2025.0,27.0,168.0,176.0,31.0,18.0,8.0,0.0,5.0,41.0,7.0,23.3,4.0,0.185,0.321,0.216,0.537,0.247,0.458,0.235,0.316,25.7
Chicago White Sox,away,Lenyn Sosa,672820,777881,"Sosa, Lenyn",2025.0,25.0,150.0,155.0,40.0,30.0,7.0,0.0,3.0,35.0,4.0,22.6,2.6,0.267,0.373,0.286,0.659,0.285,0.455,0.29,0.325,26.6
Chicago White Sox,away,Tim Elko,671284,777881,"Elko, Tim",2025.0,26.0,15.0,15.0,2.0,1.0,0.0,0.0,1.0,5.0,0.0,33.3,0.0,0.133,0.333,0.133,0.466,0.173,0.3,0.198,0.2,27.6
Chicago White Sox,away,Joshua Palacios,641943,777881,"Palacios, Joshua",2025.0,29.0,72.0,84.0,15.0,12.0,2.0,0.0,1.0,21.0,9.0,25.0,10.7,0.208,0.278,0.321,0.599,0.213,0.332,0.283,0.301,26.8
Chicago White Sox,away,Michael A. Taylor,572191,777881,"Taylor, Michael A.",2025.0,34.0,86.0,94.0,17.0,8.0,6.0,1.0,2.0,32.0,7.0,34.0,7.4,0.198,0.36,0.258,0.618,0.213,0.419,0.273,0.299,27.2
Toronto Blue Jays,home,Bo Bichette,666182,777886,"Bichette, Bo",2025.0,27.0,187.0,202.0,55.0,36.0,15.0,0.0,4.0,33.0,12.0,16.3,5.9,0.294,0.439,0.342,0.781,0.319,0.518,0.341,0.38,26.2
Toronto Blue Jays,home,Vladimir Guerrero Jr.,665489,777886,"Guerrero Jr., Vladimir",2025.0,26.0,164.0,194.0,48.0,35.0,8.0,0.0,5.0,35.0,27.0,18.0,13.9,0.293,0.433,0.392,0.825,0.306,0.493,0.362,0.389,26.8
Toronto Blue Jays,home,Daulton Varsho,662139,777886,"Varsho, Daulton",2025.0,28.0,44.0,49.0,10.0,3.0,1.0,0.0,6.0,19.0,3.0,38.8,6.1,0.227,0.659,0.265,0.924,0.215,0.569,0.37,0.336,26.7
Toronto Blue Jays,home,George Springer,543807,777886,"Springer III, George",2025.0,35.0,133.0,160.0,36.0,20.0,10.0,1.0,5.0,40.0,24.0,25.0,15.0,0.271,0.474,0.38,0.854,0.268,0.532,0.373,0.388,27.3
Toronto Blue Jays,home,Addison Barger,680718,777886,"Barger, Addison",2025.0,25.0,68.0,74.0,17.0,8.0,7.0,0.0,2.0,14.0,5.0,18.9,6.8,0.25,0.441,0.311,0.752,0.3,0.509,0.329,0.373,27.6
Toronto Blue Jays,home,Ernie Clement,676391,777886,"Clement, Ernie",2025.0,29.0,117.0,126.0,31.0,23.0,7.0,0.0,1.0,19.0,5.0,15.1,4.0,0.265,0.35,0.29,0.64,0.261,0.338,0.282,0.279,28.4
Toronto Blue Jays,home,Nathan Lukes,664770,777886,"Lukes, Nathan",2025.0,30.0,68.0,81.0,18.0,13.0,2.0,0.0,3.0,13.0,9.0,16.0,11.1,0.265,0.426,0.362,0.788,0.308,0.434,0.351,0.368,26.6
Toronto Blue Jays,home,Tyler Heineman,623168,777886,"Heineman, Tyler",2025.0,34.0,43.0,45.0,17.0,12.0,4.0,0.0,1.0,8.0,1.0,17.8,2.2,0.395,0.558,0.4,0.958,0.244,0.358,0.412,0.266,26.1
Toronto Blue Jays,home,Michael Stefanic,683021,777886,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Detroit Tigers,away,Justyn-Henry Malloy,669234,777886,"Malloy, Justyn-Henry",2025.0,25.0,75.0,96.0,16.0,11.0,4.0,0.0,1.0,24.0,18.0,25.0,18.8,0.213,0.307,0.365,0.672,0.216,0.359,0.315,0.329,26.4
Detroit Tigers,away,Gleyber Torres,650402,777886,"Torres, Gleyber",2025.0,28.0,126.0,142.0,37.0,27.0,5.0,0.0,5.0,13.0,12.0,9.2,8.5,0.294,0.452,0.359,0.811,0.309,0.563,0.356,0.398,25.9
Detroit Tigers,away,Riley Greene,682985,777886,"Greene, Riley",2025.0,24.0,169.0,183.0,47.0,28.0,8.0,0.0,11.0,50.0,13.0,27.3,7.1,0.278,0.521,0.333,0.854,0.256,0.513,0.368,0.35,26.8
Detroit Tigers,away,Andy Ibáñez,628451,777886,"Ibáñez, Andy",2025.0,32.0,61.0,70.0,15.0,11.0,2.0,0.0,2.0,6.0,6.0,8.6,8.6,0.246,0.377,0.329,0.706,0.259,0.44,0.316,0.343,27.3
Detroit Tigers,away,Spencer Torkelson,679529,777886,"Torkelson, Spencer",2025.0,25.0,157.0,188.0,37.0,15.0,11.0,0.0,11.0,45.0,24.0,23.9,12.8,0.236,0.516,0.346,0.862,0.246,0.546,0.368,0.382,26.5
Detroit Tigers,away,Colt Keith,690993,777886,"Keith, Colt",2025.0,23.0,111.0,131.0,25.0,18.0,3.0,0.0,4.0,28.0,20.0,21.4,15.3,0.225,0.36,0.344,0.704,0.268,0.459,0.321,0.369,27.9
Detroit Tigers,away,Javier Báez,595879,777886,"Báez, Javier",2025.0,32.0,127.0,134.0,39.0,25.0,8.0,0.0,6.0,31.0,5.0,23.1,3.7,0.307,0.512,0.343,0.855,0.255,0.434,0.372,0.315,27.2
Detroit Tigers,away,Tomás Nido,621512,777886,"Nido, Tomás",2025.0,31.0,32.0,34.0,11.0,11.0,0.0,0.0,0.0,10.0,0.0,29.4,0.0,0.344,0.344,0.364,0.708,0.268,0.338,0.319,0.276,25.1
Detroit Tigers,away,Zach McKinstry,656716,777886,"McKinstry, Zach",2025.0,30.0,140.0,164.0,40.0,27.0,8.0,3.0,2.0,43.0,21.0,26.2,12.8,0.286,0.429,0.374,0.803,0.252,0.347,0.353,0.314,28.1
Baltimore Orioles,home,Jackson Holliday,702616,777890,"Holliday, Jackson",2025.0,21.0,129.0,141.0,34.0,26.0,3.0,1.0,4.0,32.0,10.0,22.7,7.1,0.264,0.395,0.326,0.721,0.261,0.432,0.321,0.329,29.0
Baltimore Orioles,home,Ryan O'Hearn,656811,777890,"O'Hearn, Ryan",2025.0,31.0,115.0,132.0,35.0,24.0,4.0,0.0,7.0,21.0,15.0,15.9,11.4,0.304,0.522,0.394,0.916,0.297,0.49,0.401,0.382,27.6
Baltimore Orioles,home,Gunnar Henderson,683002,777890,"Henderson, Gunnar",2025.0,24.0,147.0,156.0,38.0,22.0,8.0,2.0,6.0,43.0,9.0,27.6,5.8,0.259,0.463,0.301,0.764,0.273,0.433,0.329,0.322,28.3
Baltimore Orioles,home,Adley Rutschman,668939,777890,"Rutschman, Adley",2025.0,27.0,145.0,165.0,31.0,21.0,5.0,1.0,4.0,24.0,19.0,14.5,11.5,0.214,0.345,0.309,0.654,0.28,0.473,0.297,0.366,27.0
Baltimore Orioles,home,Cedric Mullins,656775,777890,"Mullins II, Cedric",2025.0,30.0,146.0,169.0,33.0,18.0,7.0,0.0,8.0,40.0,21.0,23.7,12.4,0.226,0.438,0.331,0.769,0.215,0.368,0.341,0.309,28.4
Baltimore Orioles,home,Ramón Urías,602104,777890,"Urías, Ramón",2025.0,31.0,78.0,91.0,21.0,17.0,2.0,0.0,2.0,20.0,10.0,22.0,11.0,0.269,0.372,0.341,0.713,0.21,0.317,0.317,0.285,27.1
Baltimore Orioles,home,Heston Kjerstad,677008,777890,"Kjerstad, Heston",2025.0,26.0,101.0,110.0,21.0,14.0,3.0,0.0,4.0,31.0,4.0,28.2,3.6,0.208,0.356,0.264,0.62,0.245,0.465,0.275,0.328,27.7
Baltimore Orioles,home,Ramón Laureano,657656,777890,"Laureano, Ramón",2025.0,30.0,80.0,89.0,19.0,8.0,6.0,0.0,5.0,27.0,7.0,30.3,7.9,0.237,0.5,0.303,0.803,0.231,0.492,0.345,0.336,28.1
Baltimore Orioles,home,Maverick Handley,668974,777890,"Handley, Maverick",2025.0,27.0,12.0,15.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,33.3,0.0,0.083,0.083,0.143,0.226,0.132,0.193,0.116,0.186,0.0
Washington Nationals,away,CJ Abrams,682928,777890,"Abrams, CJ",2025.0,24.0,131.0,146.0,40.0,25.0,7.0,2.0,6.0,29.0,10.0,19.9,6.8,0.305,0.527,0.366,0.893,0.306,0.526,0.386,0.383,28.3
Washington Nationals,away,James Wood,695578,777890,"Wood, James",2025.0,22.0,176.0,202.0,48.0,25.0,11.0,0.0,12.0,54.0,25.0,26.7,12.4,0.273,0.54,0.366,0.906,0.274,0.582,0.392,0.402,27.9
