team,side,player_name,player_id,game_id,"last_name, first_name",year,player_age,ab,pa,hit,single,double,triple,home_run,strikeout,walk,k_percent,bb_percent,batting_avg,slg_percent,on_base_percent,on_base_plus_slg,xba,xslg,woba,xwoba,sprint_speed
New York Yankees,home,Trent Grisham,663757,777406,"Grisham, Trent",2025.0,28.0,221.0,255.0,55.0,34.0,5.0,1.0,15.0,58.0,33.0,22.7,12.9,0.249,0.484,0.349,0.833,0.263,0.516,0.364,0.377,27.3
New York Yankees,home,Aaron Judge,592450,777406,"Judge, Aaron",2025.0,33.0,283.0,338.0,104.0,57.0,18.0,2.0,27.0,87.0,51.0,25.7,15.1,0.367,0.731,0.467,1.198,0.316,0.715,0.493,0.46,26.8
New York Yankees,home,Ben Rice,700250,777406,"Rice, Ben",2025.0,26.0,220.0,249.0,51.0,25.0,11.0,2.0,13.0,55.0,21.0,22.1,8.4,0.232,0.477,0.315,0.792,0.294,0.569,0.344,0.406,27.4
New York Yankees,home,Cody Bellinger,641355,777406,"Bellinger, Cody",2025.0,29.0,260.0,293.0,67.0,42.0,12.0,3.0,10.0,44.0,27.0,15.0,9.2,0.258,0.442,0.324,0.766,0.261,0.444,0.331,0.336,28.4
New York Yankees,home,Giancarlo Stanton,519317,777406,"Stanton, Giancarlo",2025.0,35.0,15.0,17.0,5.0,4.0,1.0,0.0,0.0,3.0,2.0,17.6,11.8,0.333,0.4,0.412,0.812,0.214,0.244,0.365,0.257,23.8
New York Yankees,home,Jazz Chisholm Jr.,665862,777406,"Chisholm Jr., Jazz",2025.0,27.0,161.0,190.0,38.0,23.0,5.0,0.0,10.0,54.0,23.0,28.4,12.1,0.236,0.453,0.342,0.795,0.235,0.457,0.349,0.348,27.2
New York Yankees,home,DJ LeMahieu,518934,777406,"LeMahieu, DJ",2025.0,36.0,90.0,101.0,23.0,18.0,3.0,0.0,2.0,22.0,11.0,21.8,10.9,0.256,0.356,0.337,0.693,0.266,0.372,0.312,0.32,25.5
New York Yankees,home,Austin Wells,669224,777406,"Wells, Austin",2025.0,25.0,210.0,238.0,46.0,22.0,12.0,1.0,11.0,59.0,16.0,24.8,6.7,0.219,0.443,0.282,0.725,0.222,0.415,0.31,0.305,26.6
New York Yankees,home,Oswald Peraza,672724,777406,"Peraza, Oswald",2025.0,25.0,112.0,124.0,18.0,10.0,5.0,0.0,3.0,34.0,11.0,27.4,8.9,0.161,0.286,0.242,0.528,0.227,0.393,0.24,0.306,28.9
Baltimore Orioles,away,Jackson Holliday,702616,777406,"Holliday, Jackson",2025.0,21.0,265.0,284.0,68.0,47.0,11.0,2.0,8.0,67.0,15.0,23.6,5.3,0.257,0.404,0.306,0.71,0.269,0.468,0.313,0.339,28.7
Baltimore Orioles,away,Ramón Urías,602104,777406,"Urías, Ramón",2025.0,31.0,177.0,200.0,46.0,34.0,7.0,0.0,5.0,41.0,17.0,20.5,8.5,0.26,0.384,0.315,0.699,0.25,0.394,0.306,0.313,26.9
Baltimore Orioles,away,Gunnar Henderson,683002,777406,"Henderson, Gunnar",2025.0,24.0,266.0,293.0,75.0,51.0,14.0,2.0,8.0,72.0,25.0,24.6,8.5,0.282,0.44,0.348,0.788,0.281,0.412,0.343,0.331,28.4
Baltimore Orioles,away,Ryan O'Hearn,656811,777406,"O'Hearn, Ryan",2025.0,31.0,220.0,252.0,66.0,47.0,9.0,0.0,10.0,42.0,25.0,16.7,9.9,0.3,0.477,0.381,0.858,0.307,0.492,0.375,0.38,27.7
Baltimore Orioles,away,Ramón Laureano,657656,777406,"Laureano, Ramón",2025.0,30.0,143.0,161.0,37.0,21.0,7.0,0.0,9.0,45.0,14.0,28.0,8.7,0.259,0.497,0.329,0.826,0.245,0.466,0.354,0.334,27.7
Baltimore Orioles,away,Colton Cowser,681297,777406,"Cowser, Colton",2025.0,25.0,68.0,74.0,14.0,6.0,2.0,0.0,6.0,26.0,3.0,35.1,4.1,0.206,0.5,0.27,0.77,0.196,0.393,0.332,0.285,27.0
Baltimore Orioles,away,Cedric Mullins,656775,777406,"Mullins II, Cedric",2025.0,30.0,216.0,244.0,48.0,25.0,11.0,0.0,12.0,63.0,25.0,25.8,10.2,0.222,0.44,0.307,0.747,0.213,0.376,0.327,0.3,28.3
Baltimore Orioles,away,Dylan Carlson,666185,777406,"Carlson, Dylan",2025.0,26.0,96.0,103.0,24.0,17.0,3.0,0.0,4.0,28.0,6.0,27.2,5.8,0.25,0.406,0.291,0.697,0.247,0.401,0.304,0.298,27.5
Baltimore Orioles,away,Maverick Handley,668974,777406,"Handley, Maverick",2025.0,27.0,40.0,46.0,3.0,3.0,0.0,0.0,0.0,17.0,2.0,37.0,4.3,0.075,0.075,0.136,0.211,0.131,0.195,0.109,0.18,27.1
Tampa Bay Rays,home,Yandy Díaz,650490,777409,"Díaz, Yandy",2025.0,33.0,289.0,315.0,81.0,53.0,15.0,1.0,12.0,43.0,20.0,13.7,6.3,0.28,0.464,0.33,0.794,0.306,0.514,0.342,0.372,25.8
Tampa Bay Rays,home,Brandon Lowe,664040,777409,"Lowe, Brandon",2025.0,30.0,276.0,299.0,73.0,48.0,10.0,0.0,15.0,73.0,20.0,24.4,6.7,0.264,0.464,0.314,0.778,0.276,0.518,0.338,0.358,26.5
Tampa Bay Rays,home,Junior Caminero,691406,777409,"Caminero, Junior",2025.0,21.0,279.0,302.0,73.0,39.0,16.0,0.0,18.0,54.0,19.0,17.9,6.3,0.262,0.513,0.308,0.821,0.271,0.493,0.351,0.349,26.7
Tampa Bay Rays,home,Jonathan Aranda,666018,777409,"Aranda, Jonathan",2025.0,27.0,239.0,278.0,78.0,55.0,15.0,0.0,8.0,66.0,30.0,23.7,10.8,0.326,0.49,0.414,0.904,0.311,0.52,0.396,0.402,25.9
Tampa Bay Rays,home,Jake Mangum,663968,777409,"Mangum, Jake",2025.0,29.0,145.0,155.0,45.0,38.0,6.0,0.0,1.0,21.0,8.0,13.5,5.2,0.31,0.372,0.351,0.723,0.26,0.362,0.323,0.293,28.7
Tampa Bay Rays,home,Josh Lowe,666139,777409,"Lowe, Josh",2025.0,27.0,123.0,140.0,29.0,18.0,7.0,0.0,4.0,32.0,15.0,22.9,10.7,0.236,0.39,0.324,0.714,0.275,0.4,0.318,0.336,27.9
Tampa Bay Rays,home,José Caballero,676609,777409,"Caballero, José",2025.0,28.0,173.0,201.0,39.0,25.0,11.0,1.0,2.0,60.0,23.0,29.9,11.4,0.225,0.335,0.325,0.66,0.218,0.322,0.3,0.292,27.8
Tampa Bay Rays,home,Matt Thaiss,642136,777409,"Thaiss, Matt",2025.0,30.0,113.0,145.0,27.0,21.0,5.0,0.0,1.0,34.0,28.0,23.4,19.3,0.239,0.31,0.396,0.706,0.199,0.29,0.333,0.311,25.4
Tampa Bay Rays,home,Christopher Morel,666624,777409,"Morel, Christopher",2025.0,26.0,154.0,170.0,35.0,18.0,11.0,0.0,6.0,58.0,14.0,34.1,8.2,0.227,0.416,0.3,0.716,0.224,0.462,0.315,0.327,28.1
Detroit Tigers,away,Colt Keith,690993,777409,"Keith, Colt",2025.0,23.0,199.0,229.0,49.0,30.0,12.0,1.0,6.0,45.0,28.0,19.7,12.2,0.246,0.407,0.336,0.743,0.276,0.497,0.329,0.376,28.0
Detroit Tigers,away,Gleyber Torres,650402,777409,"Torres, Gleyber",2025.0,28.0,233.0,280.0,65.0,46.0,12.0,0.0,7.0,34.0,39.0,12.1,13.9,0.279,0.421,0.386,0.807,0.301,0.528,0.359,0.401,26.1
Detroit Tigers,away,Kerry Carpenter,681481,777409,"Carpenter, Kerry",2025.0,27.0,250.0,265.0,62.0,37.0,11.0,1.0,13.0,57.0,7.0,21.5,2.6,0.248,0.456,0.279,0.735,0.254,0.504,0.317,0.337,26.6
Detroit Tigers,away,Riley Greene,682985,777409,"Greene, Riley",2025.0,24.0,292.0,318.0,83.0,48.0,18.0,0.0,17.0,98.0,24.0,30.8,7.5,0.284,0.521,0.34,0.861,0.262,0.539,0.37,0.362,26.8
Detroit Tigers,away,Spencer Torkelson,679529,777409,"Torkelson, Spencer",2025.0,25.0,260.0,307.0,58.0,26.0,16.0,0.0,16.0,75.0,37.0,24.4,12.1,0.223,0.469,0.329,0.798,0.237,0.514,0.341,0.362,26.5
Detroit Tigers,away,Wenceel Pérez,672761,777409,"Pérez, Wenceel",2025.0,25.0,67.0,74.0,19.0,8.0,5.0,1.0,5.0,16.0,4.0,21.6,5.4,0.284,0.612,0.338,0.95,0.287,0.518,0.4,0.365,27.2
Detroit Tigers,away,Dillon Dingler,693307,777409,"Dingler, Dillon",2025.0,26.0,205.0,216.0,55.0,38.0,9.0,1.0,7.0,57.0,6.0,26.4,2.8,0.268,0.424,0.301,0.725,0.271,0.465,0.316,0.332,27.3
Detroit Tigers,away,Parker Meadows,678009,777409,"Meadows, Parker",2025.0,25.0,54.0,61.0,9.0,5.0,2.0,1.0,1.0,15.0,7.0,24.6,11.5,0.167,0.296,0.262,0.558,0.263,0.453,0.254,0.35,28.4
Detroit Tigers,away,Javier Báez,595879,777409,"Báez, Javier",2025.0,32.0,221.0,234.0,64.0,43.0,12.0,0.0,9.0,49.0,8.0,20.9,3.4,0.29,0.466,0.325,0.791,0.257,0.41,0.344,0.307,27.4
Pittsburgh Pirates,home,Oneil Cruz,665833,777404,"Cruz, Oneil",2025.0,26.0,247.0,294.0,53.0,29.0,10.0,1.0,13.0,98.0,41.0,33.3,13.9,0.215,0.421,0.33,0.751,0.244,0.488,0.328,0.369,29.1
Pittsburgh Pirates,home,Andrew McCutchen,457705,777404,"McCutchen, Andrew",2025.0,38.0,237.0,271.0,63.0,42.0,13.0,0.0,8.0,56.0,29.0,20.7,10.7,0.266,0.422,0.348,0.77,0.277,0.456,0.339,0.353,27.3
Pittsburgh Pirates,home,Bryan Reynolds,668804,777404,"Reynolds, Bryan",2025.0,30.0,279.0,312.0,61.0,41.0,10.0,2.0,8.0,81.0,28.0,26.0,9.0,0.219,0.355,0.292,0.647,0.266,0.496,0.286,0.357,27.9
Pittsburgh Pirates,home,Nick Gonzales,693304,777404,"Gonzales, Nick",2025.0,26.0,65.0,70.0,17.0,12.0,1.0,2.0,2.0,12.0,4.0,17.1,5.7,0.262,0.431,0.3,0.731,0.281,0.474,0.315,0.341,28.9
Pittsburgh Pirates,home,Joey Bart,663698,777404,"Bart, Joey",2025.0,28.0,157.0,182.0,39.0,32.0,5.0,1.0,1.0,44.0,22.0,24.2,12.1,0.248,0.312,0.352,0.664,0.238,0.41,0.307,0.333,26.0
Pittsburgh Pirates,home,Spencer Horwitz,687462,777404,"Horwitz, Spencer",2025.0,27.0,102.0,113.0,23.0,16.0,6.0,0.0,1.0,28.0,10.0,24.8,8.8,0.225,0.314,0.301,0.615,0.245,0.383,0.275,0.306,25.2
Pittsburgh Pirates,home,Ke'Bryan Hayes,663647,777404,"Hayes, Ke'Bryan",2025.0,28.0,261.0,281.0,59.0,51.0,4.0,2.0,2.0,58.0,15.0,20.6,5.3,0.226,0.28,0.279,0.559,0.236,0.347,0.254,0.281,27.1
Pittsburgh Pirates,home,Tommy Pham,502054,777404,"Pham, Tommy",2025.0,37.0,155.0,176.0,30.0,26.0,4.0,0.0,0.0,47.0,18.0,26.7,10.2,0.194,0.219,0.278,0.497,0.2,0.27,0.232,0.255,27.6
Pittsburgh Pirates,home,Isiah Kiner-Falefa,643396,777404,"Kiner-Falefa, Isiah",2025.0,30.0,218.0,237.0,61.0,49.0,10.0,1.0,1.0,36.0,11.0,15.2,4.6,0.28,0.349,0.325,0.674,0.271,0.332,0.301,0.292,27.3
Texas Rangers,away,Sam Haggerty,664059,777404,"Haggerty, Sam",2025.0,31.0,90.0,100.0,24.0,17.0,2.0,3.0,2.0,18.0,9.0,18.0,9.0,0.267,0.422,0.333,0.755,0.285,0.435,0.328,0.34,28.7
Texas Rangers,away,Wyatt Langford,694671,777404,"Langford, Wyatt",2025.0,23.0,246.0,278.0,59.0,36.0,10.0,0.0,13.0,72.0,27.0,25.9,9.7,0.24,0.439,0.317,0.756,0.245,0.46,0.327,0.344,29.0
Texas Rangers,away,Corey Seager,608369,777404,"Seager, Corey",2025.0,31.0,171.0,195.0,41.0,28.0,6.0,0.0,7.0,39.0,22.0,20.0,11.3,0.24,0.398,0.328,0.726,0.29,0.53,0.319,0.384,24.5
Texas Rangers,away,Marcus Semien,543760,777404,"Semien, Marcus",2025.0,34.0,268.0,306.0,61.0,45.0,8.0,1.0,7.0,57.0,31.0,18.6,10.1,0.228,0.343,0.307,0.65,0.258,0.413,0.291,0.332,28.3
Texas Rangers,away,Adolis García,666969,777404,"García, Adolis",2025.0,32.0,257.0,281.0,60.0,34.0,17.0,0.0,9.0,69.0,16.0,24.6,5.7,0.233,0.405,0.281,0.686,0.25,0.466,0.298,0.332,27.3
Texas Rangers,away,Jonah Heim,641680,777404,"Heim, Jonah",2025.0,30.0,189.0,202.0,43.0,31.0,5.0,0.0,7.0,48.0,10.0,23.8,5.0,0.228,0.365,0.267,0.632,0.23,0.365,0.277,0.279,25.2
Texas Rangers,away,Josh Smith,669701,777404,"Smith, Josh",2025.0,27.0,228.0,254.0,65.0,46.0,11.0,1.0,7.0,45.0,23.0,17.7,9.1,0.285,0.434,0.352,0.786,0.275,0.422,0.345,0.333,27.8
